pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
Europe	chr1	3620001	3640000	0.0029477187779639	19378	81740	27729918	84236166
Japan	chr1	3620001	3640000	0.0014896171362266	19378	6668	4476318	13855270
Europe	chr1	3640001	3660000	0.002329102777108	19401	64662	27762622	84336356
Japan	chr1	3640001	3660000	0.0016692661788955	19401	7481	4481610	13871736
Europe	chr1	3660001	3680000	0.0055851175172401	18762	149951	26848316	81558520
Japan	chr1	3660001	3680000	0.0033557743823173	18762	14544	4334022	13414830
Japan	chr1	3680001	3700000	0.0018440981536829	19510	8311	4506810	13949650
Europe	chr1	3680001	3700000	0.002734183330583	19510	76335	27918757	84810023
Europe	chr1	3700001	3720000	0.0012037632565185	19743	34009	28252233	85822821
Japan	chr1	3700001	3720000	0.0011156346059856	19743	5088	4560633	14116245
Europe	chr1	3720001	3740000	0.0031198101473516	19385	86543	27739829	84266701
Japan	chr1	3720001	3740000	0.0019028860401055	19385	8521	4477935	13860275
Europe	chr1	3740001	3760000	0.0024670438457437	19397	68478	27757107	84318759
Japan	chr1	3740001	3760000	0.0014930679466432	19397	6690	4480707	13868855
Japan	chr1	3760001	3780000	0.0008665085808234	19574	3918	4521594	13995410
Europe	chr1	3760001	3780000	0.0016546000745294	19574	46346	28010394	85088178
Europe	chr1	3780001	3800000	0.0037528049914131	19411	104241	27776823	84379935
Japan	chr1	3780001	3800000	0.0020488960671989	19411	9187	4483878	13878928
Japan	chr1	3800001	3820000	0.0039286521266637	19312	17526	4461072	13808080
Europe	chr1	3800001	3820000	0.0063652011210685	19312	175905	27635419	83949317
Japan	chr1	3820001	3840000	0.0052385047093155	18975	22961	4383121	13567229
Europe	chr1	3820001	3840000	0.0088390420616395	18975	240003	27152603	82484947
Japan	chr1	3840001	3860000	0.0058629653960393	19275	26105	4452525	13781625
Europe	chr1	3840001	3860000	0.0060660262792979	19275	167316	27582472	83788478
Japan	chr1	3860001	3880000	0.0029661137067097	19547	13393	4515336	13976126
Europe	chr1	3860001	3880000	0.0047356157040455	19547	132462	27971442	84971124
Japan	chr1	3880001	3900000	0.0036166937613502	19149	15998	4423377	13691577
Europe	chr1	3880001	3900000	0.0056263070590843	19149	154173	27402166	83240756
Japan	chr1	3900001	3920000	0.004030351721224	19293	17962	4456683	13794495
Europe	chr1	3900001	3920000	0.0038858126004572	19293	107280	27608125	83866829
Europe	chr1	3920001	3940000	0.0081104552819071	18657	216533	26698008	81102138
Japan	chr1	3920001	3940000	0.0071205705552063	18657	30688	4309767	13339755
Japan	chr1	3940001	3960000	0.0048842349718133	19297	21772	4457607	13797355
Europe	chr1	3940001	3960000	0.0060391814922043	19297	166766	27614007	83884059
Japan	chr1	3960001	3980000	0.0034216927725049	19147	15134	4422957	13690105
Europe	chr1	3960001	3980000	0.0034428015009782	19147	94330	27399198	83232168
Japan	chr1	3980001	4000000	0.0081870968375551	18954	35846	4378353	13552131
Europe	chr1	3980001	4000000	0.0070648856699743	18954	191621	27123015	82393197
Japan	chr1	4000001	4020000	0.006322198544772	18978	27716	4383918	13569270
Europe	chr1	4000001	4020000	0.0060784392063103	18978	165075	27157465	82497419
Japan	chr1	4020001	4040000	0.0032252168788975	19233	14329	4442802	13751616
Europe	chr1	4020001	4040000	0.0038074482684449	19233	104790	27522370	83605904
Japan	chr1	4040001	4060000	0.0055157400442225	18991	24197	4386900	13578586
Europe	chr1	4040001	4060000	0.0048342251987088	18991	131374	27175813	82554185
Japan	chr1	4060001	4080000	0.0053873146242967	19268	23978	4450826	13776702
Europe	chr1	4060001	4080000	0.0067861964388862	19268	187104	27571262	83759242
Japan	chr1	4080001	4100000	0.0023225309678256	19340	10376	4467540	13828100
Europe	chr1	4080001	4100000	0.0022781488635813	19340	63049	27675540	84070980
Japan	chr1	4100001	4120000	0.0019614704582289	19744	8946	4560864	14116960
Europe	chr1	4100001	4120000	0.0019680987216383	19744	55606	28253664	85827168
Europe	chr1	4120001	4140000	0.0079636618516901	18895	215327	27038692	82136618
Japan	chr1	4120001	4140000	0.0061650795178183	18895	26909	4364745	13509925
Europe	chr1	4140001	4160000	0.0049653463972409	18907	134342	27055917	82188729
Japan	chr1	4140001	4160000	0.0043212195854074	18907	18873	4367517	13518505
Japan	chr1	4160001	4180000	0.0056705331462125	19017	24910	4392885	13597197
Europe	chr1	4160001	4180000	0.0053870296192739	19017	146597	27212956	82667270
Japan	chr1	4180001	4200000	0.0070990544663625	18916	31020	4369596	13524940
Europe	chr1	4180001	4200000	0.0067979367533423	18916	184008	27068213	82228435
Japan	chr1	4200001	4220000	0.0046547195531469	19140	20580	4421319	13685121
Europe	chr1	4200001	4220000	0.0039576711231449	19140	108398	27389340	83201580
Japan	chr1	4220001	4240000	0.0026044938765696	19535	11753	4512585	13967525
Europe	chr1	4220001	4240000	0.0024543737637314	19535	68611	27954585	84918645
Japan	chr1	4240001	4260000	0.005495133503782	19089	24231	4409538	13648656
Europe	chr1	4240001	4260000	0.0084615596097561	19089	231139	27316359	82979883
Japan	chr1	4260001	4280000	0.0017858188032021	19674	8116	4544694	14066910
Europe	chr1	4260001	4280000	0.0029438264394465	19674	82879	28153494	85522878
Europe	chr1	4280001	4300000	0.0013813857605438	19753	39047	28266543	85866291
Japan	chr1	4280001	4300000	0.0013237070899198	19753	6040	4562943	14123395
Japan	chr1	4300001	4320000	0.0020801136262068	18647	8960	4307457	13332605
Europe	chr1	4300001	4320000	0.0030761669874036	18647	82084	26683857	81058509
Japan	chr1	4320001	4340000	0.0033489315198124	19616	15175	4531296	14025440
Europe	chr1	4320001	4340000	0.0015020040971132	19616	42162	28070496	85270752
Japan	chr1	4340001	4360000	0.0003344351699398	19727	1524	4556937	14104805
Europe	chr1	4340001	4360000	0.0011596887965886	19727	32737	28229125	85753481
Japan	chr1	4360001	4380000	0.0051445957034264	19183	22797	4431252	13715866
Europe	chr1	4360001	4380000	0.0035472095914763	19183	97374	27450873	83388501
Japan	chr1	4380001	4400000	0.0028177089860187	19449	12659	4492657	13906097
Europe	chr1	4380001	4400000	0.0017891944740781	19449	49796	27831519	84544803
Europe	chr1	4400001	4420000	0.0018321242861568	19435	50954	27811432	84483998
Japan	chr1	4400001	4420000	0.0036576578382598	19435	16421	4489485	13896025
Japan	chr1	4420001	4440000	0.0009489694672076	19821	4345	4578651	14172015
Europe	chr1	4420001	4440000	0.0011279497977901	19821	31993	28363851	86161887
Europe	chr1	4440001	4460000	0.0026346623977163	19565	73764	27997515	85049055
Japan	chr1	4440001	4460000	0.0010963565780841	19565	4955	4519515	13988975
Europe	chr1	4460001	4480000	0.0033270207798509	19240	91601	27532440	83636280
Japan	chr1	4460001	4480000	0.003015453015453	19240	13402	4444440	13756600
Europe	chr1	4480001	4500000	0.0014125713119981	19402	39219	27764262	84340494
Japan	chr1	4480001	4500000	0.0013418530066298	19402	6014	4481862	13872430
Japan	chr1	4500001	4520000	0.0125968560916203	19256	56032	4448094	13768082
Europe	chr1	4500001	4520000	0.0087755948650572	19256	241814	27555283	83705885
Japan	chr1	4520001	4540000	0.0051085311081927	19343	22826	4468212	13830266
Europe	chr1	4520001	4540000	0.0052941070851113	19343	146540	27679833	84084021
Japan	chr1	4540001	4560000	0.0070251859528667	19248	31236	4446288	13762320
Europe	chr1	4540001	4560000	0.0076388997805974	19248	210405	27543888	83671056
Europe	chr1	4560001	4580000	0.0035431417021507	19434	98532	27809218	84480434
Japan	chr1	4560001	4580000	0.00306273289601	19434	13749	4489128	13895436
Europe	chr1	4580001	4600000	0.0026006408411668	19538	72711	27958878	84931686
Japan	chr1	4580001	4600000	0.0035978284519588	19538	16238	4513278	13969670
Europe	chr1	4600001	4620000	0.0034453364402417	19606	96663	28056186	85227282
Japan	chr1	4600001	4620000	0.0029620316777309	19606	13415	4528986	14018290
Japan	chr1	4620001	4640000	0.0061065401127512	19320	27253	4462920	13813800
Europe	chr1	4620001	4640000	0.006073081558452	19320	167902	27646920	83984040
Japan	chr1	4640001	4660000	0.0038657827134298	19317	17250	4462227	13811655
Europe	chr1	4640001	4660000	0.0067630330503681	19317	186948	27642627	83970999
Japan	chr1	4660001	4680000	0.0027836576549811	19584	12593	4523904	14002560
Europe	chr1	4660001	4680000	0.0021876811240218	19584	61309	28024651	85131701
Japan	chr1	4680001	4700000	0.0024440306261303	19374	10938	4475394	13852410
Europe	chr1	4680001	4700000	0.0027086810891598	19374	75096	27724194	84218778
Japan	chr1	4700001	4720000	0.0060904488082878	19177	26980	4429887	13711555
Europe	chr1	4700001	4720000	0.0086421004196916	19177	237159	27442287	83362419
Europe	chr1	4720001	4740000	0.0034436197446702	19673	96945	28152063	85518531
Japan	chr1	4720001	4740000	0.002761602415951	19673	12550	4544463	14066195
Europe	chr1	4740001	4760000	0.0062974505785898	19196	172987	27469370	83445118
Japan	chr1	4740001	4760000	0.006949499760502	19196	30816	4434276	13725140
Europe	chr1	4760001	4780000	0.0041036574426308	19269	113154	27573939	83762343
Japan	chr1	4760001	4780000	0.003340268636859	19269	14868	4451139	13777335
Japan	chr1	4780001	4800000	0.0023724533158495	19610	10747	4529910	14021150
Europe	chr1	4780001	4800000	0.0029722852079562	19610	83408	28061910	85244670
Japan	chr1	4800001	4820000	0.0053072191504008	19105	23422	4413234	13660096
Europe	chr1	4800001	4820000	0.0053859916811924	19105	147249	27339255	83049435
Europe	chr1	4820001	4840000	0.0041757139738608	19124	114274	27366338	83132134
Japan	chr1	4820001	4840000	0.0055199106129873	19124	24385	4417644	13673660
Europe	chr1	4840001	4860000	0.007192137301294	18986	195398	27168280	82532828
Japan	chr1	4840001	4860000	0.001658642143511	18986	7274	4385515	13575241
Japan	chr1	4860001	4880000	0.0033437503416372	19403	14987	4482093	13873145
Europe	chr1	4860001	4880000	0.0042097354860179	19403	116886	27765640	84344894
Europe	chr1	4880001	4900000	0.0067130754607684	19373	186105	27722763	84214431
Japan	chr1	4880001	4900000	0.0070560558352846	19373	31577	4475163	13851695
Europe	chr1	4900001	4920000	0.0055511305582373	19359	153780	27702465	84153837
Japan	chr1	4900001	4920000	0.0057439096466867	19359	25686	4471867	13841747
Europe	chr1	4920001	4940000	0.0031981178472592	19580	89608	28018980	85114260
Japan	chr1	4920001	4940000	0.0013473417967799	19580	6094	4522980	13999700
Europe	chr1	4940001	4960000	0.0041151085322995	19114	112557	27352134	83088558
Japan	chr1	4940001	4960000	0.0070214393746883	19114	31002	4415334	13666510
Europe	chr1	4960001	4980000	0.0044838466058173	19240	123451	27532387	83636333
Japan	chr1	4960001	4980000	0.0078545328545328	19240	34909	4444440	13756600
Japan	chr1	4980001	5000000	0.0033915674354594	19229	15065	4441899	13748735
Europe	chr1	4980001	5000000	0.0038022075800953	19229	104624	27516646	83588516
Europe	chr1	5000001	5020000	0.003017733797067	19323	83444	27651213	83997081
Japan	chr1	5000001	5020000	0.0024780374105013	19323	11061	4463613	13815945
Europe	chr1	5020001	5040000	0.008046566156991	18564	213756	26564872	80697920
Japan	chr1	5020001	5040000	0.0075580348689592	18564	32411	4288284	13273260
Japan	chr1	5040001	5060000	0.0050364472589651	19130	22256	4418988	13677992
Europe	chr1	5040001	5060000	0.0064889082124806	19130	177632	27374713	83158427
Japan	chr1	5060001	5080000	0.0045918911626097	19316	20489	4461996	13810940
Europe	chr1	5060001	5080000	0.0054634137235207	19316	151015	27641143	83966705
Japan	chr1	5080001	5100000	0.0037297440916233	19454	16761	4493874	13909610
Europe	chr1	5080001	5100000	0.0027547648282385	19454	76689	27838674	84566538
Europe	chr1	5100001	5120000	0.0085680889591599	19181	235177	27448011	83379807
Japan	chr1	5100001	5120000	0.0086257346567028	19181	38219	4430811	13714415
Europe	chr1	5120001	5140000	0.0041519324974445	19203	114093	27479493	83475441
Japan	chr1	5120001	5140000	0.0035586972003156	19203	15786	4435893	13730145
Europe	chr1	5140001	5160000	0.0080107535559798	17967	205961	25710565	78102761
Japan	chr1	5140001	5160000	0.0056879458051309	17967	23607	4150356	12846426
Japan	chr1	5160001	5180000	0.0029846722418434	19044	13130	4399143	13616481
Europe	chr1	5160001	5180000	0.006619572476954	19044	180396	27251911	82784321
Japan	chr1	5180001	5200000	0.0061139659438944	19256	27195	4448013	13768163
Europe	chr1	5180001	5200000	0.009829421962444	19256	270851	27555130	83706038
Europe	chr1	5200001	5220000	0.0055365548049743	19303	152934	27622593	83910141
Japan	chr1	5200001	5220000	0.0021760518574485	19303	9703	4458993	13801645
Europe	chr1	5220001	5240000	0.0048594069455939	19387	134812	27742480	84275606
Japan	chr1	5220001	5240000	0.003944769652114	19387	17666	4478335	13861767
Europe	chr1	5240001	5260000	0.0053705509034682	19238	147849	27529578	83627586
Japan	chr1	5240001	5260000	0.0031197274153922	19238	13864	4443978	13755170
Japan	chr1	5260001	5280000	0.0055484907271037	18683	23945	4315588	13358530
Europe	chr1	5260001	5280000	0.0100722037891522	18683	269282	26735162	81215212
Europe	chr1	5280001	5300000	0.0071628922439447	19212	196923	27492107	83514829
Japan	chr1	5280001	5300000	0.0031478341909322	19212	13970	4437972	13736580
Europe	chr1	5300001	5320000	0.003909781430873	19320	108093	27646814	83984146
Japan	chr1	5300001	5320000	0.0017154687962141	19320	7656	4462920	13813800
Europe	chr1	5320001	5340000	0.0018919410729116	19762	53503	28279422	85905414
Japan	chr1	5320001	5340000	0.0014037172219542	19762	6408	4565022	14129830
Europe	chr1	5340001	5360000	0.00560283648654	19174	153730	27437888	83349484
Japan	chr1	5340001	5360000	0.0041335226246468	19174	18308	4429152	13709452
Japan	chr1	5360001	5380000	0.0027180422663535	19571	12288	4520901	13993265
Europe	chr1	5360001	5380000	0.003298781219135	19571	92386	28006101	85075137
Europe	chr1	5380001	5400000	0.0072853186046095	19335	201573	27668385	84049245
Japan	chr1	5380001	5400000	0.0067759496774236	19335	30264	4466385	13824525
Europe	chr1	5400001	5420000	0.0059016651430853	18952	160055	27120312	82384344
Japan	chr1	5400001	5420000	0.003942518716685	18952	17260	4377912	13550680
Europe	chr1	5420001	5440000	0.0052733112506581	19465	146885	27854415	84614355
Japan	chr1	5420001	5440000	0.0047753599256296	19465	21472	4496415	13917475
Europe	chr1	5440001	5460000	0.0062916315702412	19450	175114	27832844	84549256
Japan	chr1	5440001	5460000	0.0053390561034906	19450	23988	4492929	13906771
Europe	chr1	5460001	5480000	0.0036541740321396	19579	102381	28017549	85109913
Japan	chr1	5460001	5480000	0.0033388985327286	19579	15101	4522749	13998985
Japan	chr1	5480001	5500000	0.0009510343791338	19678	4323	4545577	14069811
Europe	chr1	5480001	5500000	0.0017891510632506	19678	50381	28159165	85540319
Europe	chr1	5500001	5520000	0.0130690934741644	19245	359912	27539171	83658439
Japan	chr1	5500001	5520000	0.0048512380723994	19245	21565	4445257	13760513
Europe	chr1	5520001	5540000	0.0063291469619572	19412	175810	27777835	84384701
Japan	chr1	5520001	5540000	0.0025230967946813	19412	11314	4484172	13879580
Europe	chr1	5540001	5560000	0.0119560896690854	18714	320179	26779575	81349917
Japan	chr1	5540001	5560000	0.0076540980584157	18714	33088	4322913	13380531
Europe	chr1	5560001	5580000	0.0043110319152193	19447	119970	27828604	84536162
Japan	chr1	5560001	5580000	0.0039354382440719	19447	17679	4492257	13904605
Japan	chr1	5580001	5600000	0.0018764109882379	19557	8477	4517667	13983255
Europe	chr1	5580001	5600000	0.0027527626515008	19557	77039	27986067	85014279
Japan	chr1	5600001	5620000	0.0026198367403386	18844	11404	4352943	13473481
Europe	chr1	5600001	5620000	0.005108146868271	18844	137744	26965552	81915080
Europe	chr1	5620001	5640000	0.0016305377016827	19676	45910	28156356	85531572
Japan	chr1	5620001	5640000	0.0013693699402176	19676	6224	4545156	14068340
Europe	chr1	5640001	5660000	0.0069510333355629	19526	194223	27941601	84879627
Japan	chr1	5640001	5660000	0.0051133952598666	19526	23064	4510506	13961090
Europe	chr1	5660001	5680000	0.0030923663118036	19439	86021	27817209	84501333
Japan	chr1	5660001	5680000	0.0018572918413445	19439	8340	4490409	13898885
Europe	chr1	5680001	5700000	0.0061018602129004	19109	166853	27344612	83067190
Japan	chr1	5680001	5700000	0.0045934233577254	19109	20276	4414137	13662977
Japan	chr1	5700001	5720000	0.0014458584364158	19698	6579	4550238	14084070
Europe	chr1	5700001	5720000	0.0026858037143536	19698	75707	28187838	85627206
Europe	chr1	5720001	5740000	0.0015194853826854	19589	42594	28031859	85153383
Japan	chr1	5720001	5740000	0.0014379923002108	19589	6507	4525059	14006135
Europe	chr1	5740001	5760000	0.0105550645242393	18981	286693	27161653	82510565
Japan	chr1	5740001	5760000	0.0084374645778154	18981	36995	4384611	13571415
Europe	chr1	5760001	5780000	0.0017229994723256	19600	48326	28047600	85201200
Japan	chr1	5760001	5780000	0.0031632653061224	19600	14322	4527600	14014000
Japan	chr1	5780001	5800000	0.0028263299975458	19051	12438	4400760	13621486
Europe	chr1	5780001	5800000	0.0058097758926616	19051	158386	27261981	82814697
Europe	chr1	5800001	5820000	0.0060873514013299	19198	167227	27471225	83454819
Japan	chr1	5800001	5820000	0.0038969792209965	19198	17282	4434717	13726591
Europe	chr1	5820001	5840000	0.0053376984992012	19071	145669	27290601	82901637
Japan	chr1	5820001	5840000	0.0032671259665124	19071	14393	4405401	13635765
Japan	chr1	5840001	5860000	0.0013399455733447	19743	6111	4560633	14116245
Europe	chr1	5840001	5860000	0.0023655475303491	19743	66832	28252233	85822821
Japan	chr1	5860001	5880000	0.0015096690328742	19069	6650	4404939	13634335
Europe	chr1	5860001	5880000	0.008586310503776	19069	234301	27287739	82892943
Japan	chr1	5880001	5900000	0.0025895345253015	19367	11585	4473777	13847405
Europe	chr1	5880001	5900000	0.0048103362367802	19367	133314	27714071	84188455
Europe	chr1	5900001	5920000	0.0046767050512705	19382	129710	27735339	84253857
Japan	chr1	5900001	5920000	0.0022719343738846	19382	10172	4477242	13858130
Europe	chr1	5920001	5940000	0.0040969510492251	19255	112887	27553905	83701485
Japan	chr1	5920001	5940000	0.003138781066592	19255	13961	4447905	13767325
Europe	chr1	5940001	5960000	0.0030898044253685	19442	85963	27821502	84514374
